county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,county_full_with_state
Lawrence,Lawrence,Lawrence County,18093,IN,Indiana,38.8412,-86.4835,45113,"Lawrence County, IN"
Itasca,Itasca,Itasca County,27061,MN,Minnesota,47.5095,-93.6319,45054,"Itasca County, MN"
Bryan,Bryan,Bryan County,13029,GA,Georgia,32.0145,-81.4436,44995,"Bryan County, GA"
Shelby,Shelby,Shelby County,18145,IN,Indiana,39.5237,-85.7917,44940,"Shelby County, IN"
Macoupin,Macoupin,Macoupin County,17117,IL,Illinois,39.261,-89.9245,44907,"Macoupin County, IL"
Ravalli,Ravalli,Ravalli County,30081,MT,Montana,46.0817,-114.1207,44876,"Ravalli County, MT"
Phelps,Phelps,Phelps County,29161,MO,Missouri,37.8772,-91.7923,44843,"Phelps County, MO"
Branch,Branch,Branch County,26023,MI,Michigan,41.9161,-85.059,44795,"Branch County, MI"
Henderson,Henderson,Henderson County,21101,KY,Kentucky,37.7958,-87.5729,44770,"Henderson County, KY"
Beaufort,Beaufort,Beaufort County,37013,NC,North Carolina,35.494,-76.8598,44711,"Beaufort County, NC"
Stokes,Stokes,Stokes County,37169,NC,North Carolina,36.4019,-80.2397,44696,"Stokes County, NC"
Delaware,Delaware,Delaware County,36025,NY,New York,42.1981,-74.9665,44637,"Delaware County, NY"
McDowell,McDowell,McDowell County,37111,NC,North Carolina,35.6817,-82.0493,44629,"McDowell County, NC"
Washington,Washington,Washington County,28151,MS,Mississippi,33.2839,-90.9474,44604,"Washington County, MS"
Callaway,Callaway,Callaway County,29027,MO,Missouri,38.8355,-91.926,44517,"Callaway County, MO"
Barren,Barren,Barren County,21009,KY,Kentucky,36.9656,-85.9337,44511,"Barren County, KY"
Stephenson,Stephenson,Stephenson County,17177,IL,Illinois,42.3518,-89.6623,44482,"Stephenson County, IL"
Kittitas,Kittitas,Kittitas County,53037,WA,Washington,47.1244,-120.6798,44424,"Kittitas County, WA"
Lawrence,Lawrence,Lawrence County,47099,TN,Tennessee,35.2173,-87.3956,44377,"Lawrence County, TN"
Warren,Warren,Warren County,28149,MS,Mississippi,32.3573,-90.852,44341,"Warren County, MS"
Shenandoah,Shenandoah,Shenandoah County,51171,VA,Virginia,38.8583,-78.5708,44337,"Shenandoah County, VA"
Jefferson,Jefferson,Jefferson County,42065,PA,Pennsylvania,41.1282,-78.9994,44326,"Jefferson County, PA"
Holmes,Holmes,Holmes County,39075,OH,Ohio,40.5612,-81.9293,44273,"Holmes County, OH"
Huntingdon,Huntingdon,Huntingdon County,42061,PA,Pennsylvania,40.4169,-77.9812,44123,"Huntingdon County, PA"
Douglas,Douglas,Douglas County,55031,WI,Wisconsin,46.4329,-91.9162,44092,"Douglas County, WI"
Siskiyou,Siskiyou,Siskiyou County,6093,CA,California,41.5927,-122.5404,44049,"Siskiyou County, CA"
St. Bernard,St. Bernard,St. Bernard Parish,22087,LA,Louisiana,29.8691,-89.5549,44038,"St. Bernard Parish, LA"
Madison,Madison,Madison County,39097,OH,Ohio,39.8942,-83.4005,43961,"Madison County, OH"
Suwannee,Suwannee,Suwannee County,12121,FL,Florida,30.1956,-82.9915,43881,"Suwannee County, FL"
Kay,Kay,Kay County,40071,OK,Oklahoma,36.818,-97.1439,43859,"Kay County, OK"
Baldwin,Baldwin,Baldwin County,13009,GA,Georgia,33.0693,-83.2495,43778,"Baldwin County, GA"
Pittsburg,Pittsburg,Pittsburg County,40121,OK,Oklahoma,34.9239,-95.7484,43758,"Pittsburg County, OK"
Gadsden,Gadsden,Gadsden County,12039,FL,Florida,30.5795,-84.6136,43746,"Gadsden County, FL"
Brown,Brown,Brown County,39015,OH,Ohio,38.9338,-83.8673,43715,"Brown County, OH"
Kandiyohi,Kandiyohi,Kandiyohi County,27067,MN,Minnesota,45.1524,-95.0047,43686,"Kandiyohi County, MN"
Dubois,Dubois,Dubois County,18037,IN,Indiana,38.3643,-86.8798,43584,"Dubois County, IN"
Chesterfield,Chesterfield,Chesterfield County,45025,SC,South Carolina,34.6398,-80.1587,43536,"Chesterfield County, SC"
Sullivan,Sullivan,Sullivan County,33019,NH,New Hampshire,43.3613,-72.2221,43356,"Sullivan County, NH"
DeKalb,DeKalb,DeKalb County,18033,IN,Indiana,41.3976,-84.9991,43312,"DeKalb County, IN"
Highland,Highland,Highland County,39071,OH,Ohio,39.1847,-83.601,43285,"Highland County, OH"
Levy,Levy,Levy County,12075,FL,Florida,29.3184,-82.7434,43268,"Levy County, FL"
Camden,Camden,Camden County,29029,MO,Missouri,38.027,-92.766,43227,"Camden County, MO"
Douglas,Douglas,Douglas County,53017,WA,Washington,47.7361,-119.6918,43189,"Douglas County, WA"
Richmond,Richmond,Richmond County,37153,NC,North Carolina,35.0059,-79.7479,43149,"Richmond County, NC"
Stephens,Stephens,Stephens County,40137,OK,Oklahoma,34.4856,-97.8515,43140,"Stephens County, OK"
Pettis,Pettis,Pettis County,29159,MO,Missouri,38.7283,-93.2851,43059,"Pettis County, MO"
Coffee,Coffee,Coffee County,13069,GA,Georgia,31.5493,-82.8492,43056,"Coffee County, GA"
Davie,Davie,Davie County,37059,NC,North Carolina,35.9291,-80.5445,43030,"Davie County, NC"
Polk,Polk,Polk County,13233,GA,Georgia,34.0018,-85.1881,43019,"Polk County, GA"
Franklin,Franklin,Franklin County,47051,TN,Tennessee,35.1551,-86.0922,42980,"Franklin County, TN"
Cerro Gordo,Cerro Gordo,Cerro Gordo County,19033,IA,Iowa,43.0816,-93.2608,42979,"Cerro Gordo County, IA"
Muscatine,Muscatine,Muscatine County,19139,IA,Iowa,41.4839,-91.1127,42968,"Muscatine County, IA"
Union,Union,Union County,42119,PA,Pennsylvania,40.963,-77.0622,42908,"Union County, PA"
Montrose,Montrose,Montrose County,8085,CO,Colorado,38.4022,-108.2693,42823,"Montrose County, CO"
Erath,Erath,Erath County,48143,TX,Texas,32.2363,-98.2179,42788,"Erath County, TX"
Miller,Miller,Miller County,5091,AR,Arkansas,33.3124,-93.8921,42682,"Miller County, AR"
Prince George,Prince George,Prince George County,51149,VA,Virginia,37.1865,-77.2242,42634,"Prince George County, VA"
Manassas,Manassas,Manassas City,51683,VA,Virginia,38.7479,-77.4838,42620,"Manassas City, VA"
Fulton,Fulton,Fulton County,39051,OH,Ohio,41.6018,-84.1301,42602,"Fulton County, OH"
Summit,Summit,Summit County,49043,UT,Utah,40.8683,-110.9557,42524,"Summit County, UT"
Danville,Danville,Danville City,51590,VA,Virginia,36.5831,-79.4088,42507,"Danville City, VA"
Vance,Vance,Vance County,37181,NC,North Carolina,36.3649,-78.4079,42492,"Vance County, NC"
McClain,McClain,McClain County,40087,OK,Oklahoma,35.0093,-97.4443,42393,"McClain County, OK"
Jackson,Jackson,Jackson County,37099,NC,North Carolina,35.2876,-83.1408,42388,"Jackson County, NC"
Okanogan,Okanogan,Okanogan County,53047,WA,Washington,48.5488,-119.7408,42336,"Okanogan County, WA"
Mercer,Mercer,Mercer County,39107,OH,Ohio,40.5399,-84.6294,42321,"Mercer County, OH"
Butler,Butler,Butler County,29023,MO,Missouri,36.7164,-90.4066,42280,"Butler County, MO"
Fayette,Fayette,Fayette County,47047,TN,Tennessee,35.1971,-89.4144,42228,"Fayette County, TN"
Ohio,Ohio,Ohio County,54069,WV,West Virginia,40.0969,-80.6189,42224,"Ohio County, WV"
Nez Perce,Nez Perce,Nez Perce County,16069,ID,Idaho,46.3268,-116.7502,42200,"Nez Perce County, ID"
Pierce,Pierce,Pierce County,55093,WI,Wisconsin,44.7194,-92.4224,42187,"Pierce County, WI"
Sweetwater,Sweetwater,Sweetwater County,56037,WY,Wyoming,41.6595,-108.8796,42079,"Sweetwater County, WY"
Clinton,Clinton,Clinton County,39027,OH,Ohio,39.4149,-83.8084,42077,"Clinton County, OH"
St. John the Baptist,St. John the Baptist,St. John the Baptist Parish,22095,LA,Louisiana,30.1264,-90.4709,41986,"St. John the Baptist Parish, LA"
Oconee,Oconee,Oconee County,13219,GA,Georgia,33.835,-83.4371,41978,"Oconee County, GA"
Crawford,Crawford,Crawford County,39033,OH,Ohio,40.8508,-82.9198,41861,"Crawford County, OH"
Cooke,Cooke,Cooke County,48097,TX,Texas,33.6393,-97.2126,41860,"Cooke County, TX"
Marinette,Marinette,Marinette County,55075,WI,Wisconsin,45.3834,-88.0337,41827,"Marinette County, WI"
Baxter,Baxter,Baxter County,5005,AR,Arkansas,36.2872,-92.3369,41801,"Baxter County, AR"
Wharton,Wharton,Wharton County,48481,TX,Texas,29.2779,-96.2221,41614,"Wharton County, TX"
Gratiot,Gratiot,Gratiot County,26057,MI,Michigan,43.2927,-84.6049,41534,"Gratiot County, MI"
Benton,Benton,Benton County,27009,MN,Minnesota,45.6991,-93.9988,41300,"Benton County, MN"
Upshur,Upshur,Upshur County,48459,TX,Texas,32.7363,-94.9415,41261,"Upshur County, TX"
Isanti,Isanti,Isanti County,27059,MN,Minnesota,45.5615,-93.2951,41257,"Isanti County, MN"
Tallapoosa,Tallapoosa,Tallapoosa County,1123,AL,Alabama,32.8624,-85.7975,41251,"Tallapoosa County, AL"
Tift,Tift,Tift County,13277,GA,Georgia,31.4574,-83.5266,41247,"Tift County, GA"
Clatsop,Clatsop,Clatsop County,41007,OR,Oregon,45.995,-123.6557,41190,"Clatsop County, OR"
Tioga,Tioga,Tioga County,42117,PA,Pennsylvania,41.7722,-77.2543,41186,"Tioga County, PA"
Cheatham,Cheatham,Cheatham County,47021,TN,Tennessee,36.2611,-87.0868,41184,"Cheatham County, TN"
Warren,Warren,Warren County,47177,TN,Tennessee,35.6787,-85.7785,41163,"Warren County, TN"
Preble,Preble,Preble County,39135,OH,Ohio,39.7415,-84.648,40929,"Preble County, OH"
Shawano,Shawano,Shawano County,55115,WI,Wisconsin,44.7892,-88.7654,40848,"Shawano County, WI"
Warren,Warren,Warren County,51187,VA,Virginia,38.9087,-78.2085,40800,"Warren County, VA"
Delaware,Delaware,Delaware County,40041,OK,Oklahoma,36.4082,-94.8026,40791,"Delaware County, OK"
Sanilac,Sanilac,Sanilac County,26151,MI,Michigan,43.4236,-82.8203,40759,"Sanilac County, MI"
Knox,Knox,Knox County,23013,ME,Maine,44.141,-69.1686,40729,"Knox County, ME"
Amador,Amador,Amador County,6005,CA,California,38.4464,-120.6511,40577,"Amador County, CA"
Fayette,Fayette,Fayette County,54019,WV,West Virginia,38.0288,-81.0811,40545,"Fayette County, WV"
McKean,McKean,McKean County,42083,PA,Pennsylvania,41.8076,-78.569,40459,"McKean County, PA"
Pasquotank,Pasquotank,Pasquotank County,37139,NC,North Carolina,36.2955,-76.2843,40454,"Pasquotank County, NC"
Tazewell,Tazewell,Tazewell County,51185,VA,Virginia,37.125,-81.5606,40392,"Tazewell County, VA"
Ottawa,Ottawa,Ottawa County,39123,OH,Ohio,41.5379,-83.1435,40367,"Ottawa County, OH"
LaGrange,LaGrange,LaGrange County,18087,IN,Indiana,41.6426,-85.4265,40364,"LaGrange County, IN"
Mississippi,Mississippi,Mississippi County,5093,AR,Arkansas,35.7624,-90.0522,40361,"Mississippi County, AR"
Wyoming,Wyoming,Wyoming County,36121,NY,New York,42.7024,-78.2245,40338,"Wyoming County, NY"
Rio Arriba,Rio Arriba,Rio Arriba County,35039,NM,New Mexico,36.5096,-106.6931,40285,"Rio Arriba County, NM"
Orleans,Orleans,Orleans County,36073,NY,New York,43.2521,-78.2312,40148,"Orleans County, NY"
Mecosta,Mecosta,Mecosta County,26107,MI,Michigan,43.6408,-85.3246,40128,"Mecosta County, MI"
Pike,Pike,Pike County,28113,MS,Mississippi,31.1749,-90.4042,40098,"Pike County, MS"
Mower,Mower,Mower County,27099,MN,Minnesota,43.6715,-92.7525,40082,"Mower County, MN"
Murray,Murray,Murray County,13213,GA,Georgia,34.7884,-84.7481,40063,"Murray County, GA"
Marshall,Marshall,Marshall County,19127,IA,Iowa,42.0358,-92.9988,40049,"Marshall County, IA"
Howell,Howell,Howell County,29091,MO,Missouri,36.774,-91.8865,39960,"Howell County, MO"
Hendry,Hendry,Hendry County,12051,FL,Florida,26.5535,-81.1659,39902,"Hendry County, FL"
Latah,Latah,Latah County,16057,ID,Idaho,46.8162,-116.7117,39872,"Latah County, ID"
Okeechobee,Okeechobee,Okeechobee County,12093,FL,Florida,27.3864,-80.8886,39870,"Okeechobee County, FL"
Snyder,Snyder,Snyder County,42109,PA,Pennsylvania,40.7698,-77.0702,39797,"Snyder County, PA"
Waldo,Waldo,Waldo County,23027,ME,Maine,44.5028,-69.1454,39772,"Waldo County, ME"
Harrison,Harrison,Harrison County,18061,IN,Indiana,38.1951,-86.1114,39684,"Harrison County, IN"
Sequoyah,Sequoyah,Sequoyah County,40135,OK,Oklahoma,35.4953,-94.7552,39538,"Sequoyah County, OK"
Avoyelles,Avoyelles,Avoyelles Parish,22009,LA,Louisiana,31.0763,-92.0014,39529,"Avoyelles Parish, LA"
Fremont,Fremont,Fremont County,56013,WY,Wyoming,43.0405,-108.6304,39402,"Fremont County, WY"
Campbell,Campbell,Campbell County,47013,TN,Tennessee,36.4035,-84.1494,39397,"Campbell County, TN"
Mayes,Mayes,Mayes County,40097,OK,Oklahoma,36.3019,-95.2307,39324,"Mayes County, OK"
Webster,Webster,Webster County,29225,MO,Missouri,37.2809,-92.8759,39265,"Webster County, MO"
Person,Person,Person County,37145,NC,North Carolina,36.39,-78.9718,39131,"Person County, NC"
Douglas,Douglas,Douglas County,27041,MN,Minnesota,45.9338,-95.4535,39081,"Douglas County, MN"
Williams,Williams,Williams County,38105,ND,North Dakota,48.3437,-103.4802,39076,"Williams County, ND"
Jim Wells,Jim Wells,Jim Wells County,48249,TX,Texas,27.7314,-98.0899,39060,"Jim Wells County, TX"
Oconto,Oconto,Oconto County,55083,WI,Wisconsin,45.0264,-88.2697,39048,"Oconto County, WI"
Crawford,Crawford,Crawford County,20037,KS,Kansas,37.5073,-94.8518,39012,"Crawford County, KS"
Wayne,Wayne,Wayne County,54099,WV,West Virginia,38.1459,-82.427,38933,"Wayne County, WV"
Isle of Wight,Isle of Wight,Isle of Wight County,51093,VA,Virginia,36.8912,-76.7259,38898,"Isle of Wight County, VA"
Gloucester,Gloucester,Gloucester County,51073,VA,Virginia,37.416,-76.5434,38875,"Gloucester County, VA"
Des Moines,Des Moines,Des Moines County,19057,IA,Iowa,40.9232,-91.1815,38824,"Des Moines County, IA"
Union,Union,Union County,5139,AR,Arkansas,33.1713,-92.5972,38815,"Union County, AR"
Champaign,Champaign,Champaign County,39021,OH,Ohio,40.1377,-83.7696,38715,"Champaign County, OH"
Colleton,Colleton,Colleton County,45029,SC,South Carolina,32.8637,-80.667,38561,"Colleton County, SC"
Susquehanna,Susquehanna,Susquehanna County,42115,PA,Pennsylvania,41.8214,-75.8007,38540,"Susquehanna County, PA"
Warren,Warren,Warren County,42123,PA,Pennsylvania,41.8145,-79.2741,38492,"Warren County, PA"
Graham,Graham,Graham County,4009,AZ,Arizona,32.9326,-109.8875,38453,"Graham County, AZ"
Woodford,Woodford,Woodford County,17203,IL,Illinois,40.7883,-89.2113,38414,"Woodford County, IL"
Guernsey,Guernsey,Guernsey County,39059,OH,Ohio,40.052,-81.4943,38409,"Guernsey County, OH"
Dallas,Dallas,Dallas County,1047,AL,Alabama,32.326,-87.1065,38326,"Dallas County, AL"
Defiance,Defiance,Defiance County,39039,OH,Ohio,41.3239,-84.4905,38300,"Defiance County, OH"
Brown,Brown,Brown County,46013,SD,South Dakota,45.5898,-98.3516,38278,"Brown County, SD"
Lawrence,Lawrence,Lawrence County,29109,MO,Missouri,37.1064,-93.833,38231,"Lawrence County, MO"
Finney,Finney,Finney County,20055,KS,Kansas,38.0443,-100.737,38187,"Finney County, KS"
Brown,Brown,Brown County,48049,TX,Texas,31.7742,-98.9998,38159,"Brown County, TX"
Pontotoc,Pontotoc,Pontotoc County,40123,OK,Oklahoma,34.728,-96.6844,38116,"Pontotoc County, OK"
Louisa,Louisa,Louisa County,51109,VA,Virginia,37.9786,-77.963,38106,"Louisa County, VA"
Scott,Scott,Scott County,29201,MO,Missouri,37.053,-89.5686,38055,"Scott County, MO"
Montgomery,Montgomery,Montgomery County,18107,IN,Indiana,40.0404,-86.8933,38018,"Montgomery County, IN"
Newberry,Newberry,Newberry County,45071,SC,South Carolina,34.2898,-81.6001,37918,"Newberry County, SC"
Independence,Independence,Independence County,5063,AR,Arkansas,35.7416,-91.5697,37910,"Independence County, AR"
Clinton,Clinton,Clinton County,42035,PA,Pennsylvania,41.234,-77.6385,37860,"Clinton County, PA"
Cass,Cass,Cass County,18017,IN,Indiana,40.7615,-86.346,37820,"Cass County, IN"
Franklin,Franklin,Franklin County,17055,IL,Illinois,37.9923,-88.9242,37810,"Franklin County, IL"
Jasper,Jasper,Jasper County,19099,IA,Iowa,41.686,-93.0538,37808,"Jasper County, IA"
Oneida,Oneida,Oneida County,55085,WI,Wisconsin,45.7056,-89.5218,37799,"Oneida County, WI"
Talbot,Talbot,Talbot County,24041,MD,Maryland,38.7714,-76.0971,37663,"Talbot County, MD"
Boone,Boone,Boone County,5009,AR,Arkansas,36.3086,-93.0915,37662,"Boone County, AR"
Marion,Marion,Marion County,17121,IL,Illinois,38.6496,-88.919,37543,"Marion County, IL"
Covington,Covington,Covington County,1039,AL,Alabama,31.2485,-86.4513,37542,"Covington County, AL"
Albany,Albany,Albany County,56001,WY,Wyoming,41.6545,-105.7238,37525,"Albany County, WY"
Clarion,Clarion,Clarion County,42031,PA,Pennsylvania,41.1924,-79.421,37489,"Clarion County, PA"
Natchitoches,Natchitoches,Natchitoches Parish,22069,LA,Louisiana,31.7234,-93.0962,37478,"Natchitoches Parish, LA"
Addison,Addison,Addison County,50001,VT,Vermont,44.0309,-73.1408,37434,"Addison County, VT"
Houghton,Houghton,Houghton County,26061,MI,Michigan,46.8976,-88.6875,37414,"Houghton County, MI"
Steele,Steele,Steele County,27147,MN,Minnesota,44.0223,-93.2261,37396,"Steele County, MN"
Calloway,Calloway,Calloway County,21035,KY,Kentucky,36.621,-88.2723,37345,"Calloway County, KY"
Bennington,Bennington,Bennington County,50003,VT,Vermont,43.0354,-73.0932,37326,"Bennington County, VT"
Essex,Essex,Essex County,36031,NY,New York,44.1172,-73.7726,37314,"Essex County, NY"
Yadkin,Yadkin,Yadkin County,37197,NC,North Carolina,36.1605,-80.6652,37280,"Yadkin County, NC"
Dodge,Dodge,Dodge County,31053,NE,Nebraska,41.5779,-96.654,37175,"Dodge County, NE"
Dare,Dare,Dare County,37055,NC,North Carolina,35.7824,-75.7988,37160,"Dare County, NC"
Macon,Macon,Macon County,37113,NC,North Carolina,35.1505,-83.4222,37088,"Macon County, NC"
Green,Green,Green County,55045,WI,Wisconsin,42.68,-89.6022,37066,"Green County, WI"
Jefferson,Jefferson,Jefferson County,17081,IL,Illinois,38.3005,-88.924,37043,"Jefferson County, IL"
Hopkins,Hopkins,Hopkins County,48223,TX,Texas,33.1496,-95.564,37008,"Hopkins County, TX"
Clinton,Clinton,Clinton County,17027,IL,Illinois,38.6065,-89.4225,36998,"Clinton County, IL"
Webster,Webster,Webster County,19187,IA,Iowa,42.4279,-94.1818,36986,"Webster County, IA"
Williams,Williams,Williams County,39171,OH,Ohio,41.5603,-84.5882,36973,"Williams County, OH"
Putnam,Putnam,Putnam County,18133,IN,Indiana,39.6663,-86.845,36942,"Putnam County, IN"
Okmulgee,Okmulgee,Okmulgee County,40111,OK,Oklahoma,35.6466,-95.9643,36900,"Okmulgee County, OK"
Clark,Clark,Clark County,21049,KY,Kentucky,37.9708,-84.1474,36897,"Clark County, KY"
Sagadahoc,Sagadahoc,Sagadahoc County,23023,ME,Maine,43.9598,-69.8546,36868,"Sagadahoc County, ME"
Delta,Delta,Delta County,26041,MI,Michigan,45.9193,-86.9241,36839,"Delta County, MI"
Dyer,Dyer,Dyer County,47045,TN,Tennessee,36.0592,-89.4136,36818,"Dyer County, TN"
Webster,Webster,Webster Parish,22119,LA,Louisiana,32.7135,-93.335,36761,"Webster Parish, LA"
Escambia,Escambia,Escambia County,1053,AL,Alabama,31.1261,-87.1616,36755,"Escambia County, AL"
McLeod,McLeod,McLeod County,27085,MN,Minnesota,44.8236,-94.2724,36727,"McLeod County, MN"
Graves,Graves,Graves County,21083,KY,Kentucky,36.7231,-88.6512,36701,"Graves County, KY"
Huntington,Huntington,Huntington County,18069,IN,Indiana,40.8292,-85.4881,36699,"Huntington County, IN"
Chippewa,Chippewa,Chippewa County,26033,MI,Michigan,46.3053,-84.578,36670,"Chippewa County, MI"
Whitley,Whitley,Whitley County,21235,KY,Kentucky,36.7581,-84.1452,36648,"Whitley County, KY"
Coshocton,Coshocton,Coshocton County,39031,OH,Ohio,40.3017,-81.9201,36629,"Coshocton County, OH"
Orange,Orange,Orange County,51137,VA,Virginia,38.2461,-78.014,36593,"Orange County, VA"
Beauregard,Beauregard,Beauregard Parish,22011,LA,Louisiana,30.6486,-93.3432,36553,"Beauregard Parish, LA"
Alexander,Alexander,Alexander County,37003,NC,North Carolina,35.921,-81.177,36505,"Alexander County, NC"
Carlton,Carlton,Carlton County,27017,MN,Minnesota,46.5924,-92.677,36362,"Carlton County, MN"
Matagorda,Matagorda,Matagorda County,48321,TX,Texas,28.8212,-96.011,36251,"Matagorda County, TX"
Geary,Geary,Geary County,20061,KS,Kansas,39.0024,-96.7525,36247,"Geary County, KS"
Cocke,Cocke,Cocke County,47029,TN,Tennessee,35.9254,-83.1212,36186,"Cocke County, TN"
Knox,Knox,Knox County,18083,IN,Indiana,38.6891,-87.418,36148,"Knox County, IN"
Hill,Hill,Hill County,48217,TX,Texas,31.9907,-97.1324,36138,"Hill County, TX"
Wise,Wise,Wise County,51195,VA,Virginia,36.9752,-82.6212,36105,"Wise County, VA"
Laclede,Laclede,Laclede County,29105,MO,Missouri,37.6583,-92.5903,36060,"Laclede County, MO"
Fannin,Fannin,Fannin County,48147,TX,Texas,33.5938,-96.1069,36052,"Fannin County, TX"
Scotts Bluff,Scotts Bluff,Scotts Bluff County,31157,NE,Nebraska,41.8506,-103.708,36048,"Scotts Bluff County, NE"
Miami,Miami,Miami County,18103,IN,Indiana,40.7695,-86.045,35952,"Miami County, IN"
Uintah,Uintah,Uintah County,49047,UT,Utah,40.1248,-109.5186,35951,"Uintah County, UT"
Ware,Ware,Ware County,13299,GA,Georgia,31.0538,-82.4237,35917,"Ware County, GA"
Greenup,Greenup,Greenup County,21089,KY,Kentucky,38.5457,-82.9223,35853,"Greenup County, KY"
Adams,Adams,Adams County,18001,IN,Indiana,40.7457,-84.9366,35827,"Adams County, IN"
Sioux,Sioux,Sioux County,19167,IA,Iowa,43.0826,-96.1779,35815,"Sioux County, IA"
Washington,Washington,Washington County,48477,TX,Texas,30.2145,-96.4034,35807,"Washington County, TX"
Greene,Greene,Greene County,42059,PA,Pennsylvania,39.8538,-80.2229,35781,"Greene County, PA"
Floyd,Floyd,Floyd County,21071,KY,Kentucky,37.5571,-82.7457,35780,"Floyd County, KY"
